borrower_type,household_size,income_month_1,income_month_2,income_month_3,income_month_4,income_month_5,income_month_6,employment_type,months_at_current_job,num_income_sources,upi_transactions_per_month,upi_avg_transaction_amount,upi_months_active,mobile_wallet_used,utility_bills_paid,utility_bills_total,rent_paid_on_time_months,total_rental_months,same_number_since_year,avg_monthly_recharge_amount,recharge_frequency_per_month,ecomm_orders_per_month,ecomm_return_rate,prepaid_orders_ratio,survey_q1,survey_q2,survey_q3,survey_q4,survey_q5,survey_q6,survey_q7,survey_q8,loan_amount_requested,loan_purpose,loan_tenure_months,defaulted
gig,2,5020.76,27806.48,25989.61,28377.43,24011.91,16006.09,daily-wage,11,3,29.4,1800.52,10.0,1.0,7,17,,,2022.0,399.55,1.23,5.9,0.354,0.2224542367691841,3.0,2.0,4.0,3.0,2.0,2.0,3.0,2.0,465100.0,consumption,59,0
migrant,1,26379.98,27245.45,28256.41,33539.02,32725.86,24018.96,salaried-gig,14,4,49.8,2317.95,16.0,1.0,8,22,6.0,11.0,2020.0,419.82,2.59,5.2,0.275,0.6616292616407177,4.0,3.0,2.0,4.0,4.0,3.0,2.0,3.0,301800.0,consumption,46,0
gig,5,27175.25,26149.34,26664.07,20448.95,17459.26,21476.12,daily-wage,16,2,41.2,1332.38,10.0,0.0,0,6,8.0,24.0,2022.0,459.78,1.17,1.6,0.368,0.1710903227307021,4.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,273900.0,business,48,0
gig,5,23902.64,5710.49,34334.92,28573.77,11163.06,31880.14,self-employed,17,3,71.1,2469.37,16.0,0.0,3,6,,,2018.0,551.89,0.97,8.7,0.383,0.2715952798941345,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,110600.0,business,48,0
gig,3,28380.33,14915.61,18470.69,11346.58,40621.57,23848.95,salaried-gig,17,4,47.2,2209.86,12.0,1.0,14,18,6.0,7.0,2017.0,514.53,2.26,11.9,0.337,0.1796689944534615,3.0,2.0,3.0,4.0,3.0,,3.0,4.0,405700.0,business,14,0
gig,5,34612.28,29645.14,44119.43,38366.04,32003.03,26452.6,self-employed,20,3,55.4,1615.53,17.0,1.0,8,13,8.0,11.0,2017.0,538.88,1.78,7.1,0.247,0.1975269320449106,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,468000.0,education,56,0
gig,4,31877.48,21400.83,19314.12,27004.65,30328.87,47702.55,salaried-gig,17,3,21.6,1797.47,7.0,0.0,17,18,3.0,11.0,2017.0,673.24,1.62,7.2,0.339,0.7250312806772021,4.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,180500.0,consumption,50,0
rural,5,12054.1,9994.18,19519.21,15373.76,11783.2,20224.62,seasonal,32,2,72.3,1835.43,22.0,0.0,5,15,5.0,23.0,2018.0,117.61,1.26,2.8,0.42,0.1857647073228122,3.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,322500.0,business,29,0
gig,5,46765.51,21497.2,32306.78,40612.11,40260.99,42931.82,salaried-gig,18,2,45.0,2011.53,17.0,1.0,4,10,11.0,21.0,2018.0,681.78,0.79,10.2,0.292,0.4152323104099906,4.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,273200.0,business,35,0
gig,3,31685.62,40507.88,43587.47,47270.12,33542.58,25304.02,daily-wage,28,4,100.0,3131.62,16.0,1.0,6,8,9.0,9.0,2017.0,659.48,2.07,13.6,0.198,0.9132214588841218,5.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,175100.0,education,40,0
rural,4,13894.64,13686.82,26823.95,17053.86,8727.48,25592.91,seasonal,37,3,64.6,2427.72,11.0,0.0,15,20,7.0,13.0,2018.0,268.42,1.4,0.0,,,4.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,263000.0,agriculture,31,0
gig,4,40436.36,42698.73,18170.5,62619.18,18675.76,30873.08,self-employed,27,3,69.2,2649.6,12.0,1.0,17,22,7.0,7.0,2015.0,529.14,2.35,11.8,0.182,0.4754222209369937,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,317000.0,business,6,0
gig,4,22453.1,21428.54,21526.52,9508.55,29614.42,16000.56,salaried-gig,19,3,29.4,1851.86,4.0,0.0,6,17,4.0,19.0,2021.0,570.37,1.24,8.5,0.451,0.1770607774333461,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,179000.0,consumption,6,1
gig,4,15321.13,39667.27,44608.01,52529.76,41477.5,64116.94,self-employed,32,4,57.7,2751.65,17.0,0.0,6,6,15.0,24.0,2014.0,661.99,2.04,13.4,0.188,0.9192543096023724,3.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,294600.0,consumption,21,0
gig,3,29481.64,22107.75,21039.7,20839.65,20609.47,34025.85,self-employed,22,4,48.3,2061.16,21.0,0.0,13,18,5.0,16.0,2022.0,542.93,1.88,13.2,0.29,0.4033199854353096,3.0,3.0,3.0,3.0,4.0,,3.0,4.0,295900.0,business,49,0
migrant,4,13489.5,16617.05,15336.93,16446.9,17691.24,13063.68,salaried-gig,7,2,,1417.1,0.0,1.0,4,12,5.0,13.0,2022.0,573.0,1.15,1.9,0.465,0.3504746507577492,2.0,3.0,4.0,2.0,2.0,,4.0,2.0,428700.0,medical,42,0
gig,4,32945.78,30026.57,29729.51,44174.47,30337.86,36773.25,salaried-gig,21,4,45.2,1760.49,3.0,1.0,6,7,,,2016.0,492.99,1.74,4.6,0.317,0.4115131176312002,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,13300.0,consumption,27,0
gig,3,20852.08,14406.44,21296.82,13567.03,10081.22,21948.05,salaried-gig,9,2,11.5,987.96,4.0,1.0,10,24,0.0,18.0,,529.97,1.2,0.0,,,3.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,458900.0,medical,34,1
migrant,4,12612.32,16811.08,17792.94,17854.02,19995.44,16659.14,self-employed,3,3,8.5,1104.98,10.0,0.0,3,6,,,,399.04,1.34,0.0,,,2.0,3.0,3.0,3.0,2.0,,4.0,3.0,59100.0,consumption,24,0
migrant,4,18009.99,12450.64,13816.53,15477.92,16965.13,21858.59,daily-wage,7,1,31.6,1335.22,15.0,1.0,1,15,4.0,20.0,2023.0,410.44,1.63,3.3,0.405,0.055458344201638,1.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,388000.0,business,42,0
migrant,2,19631.53,21917.21,27229.27,24153.59,24559.28,20416.92,daily-wage,10,2,,2414.57,10.0,1.0,6,14,2.0,6.0,2016.0,564.58,1.84,5.2,0.284,0.795092031236878,3.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,155800.0,education,7,0
gig,2,40047.88,38129.73,8132.06,11684.85,33406.35,24718.21,salaried-gig,29,4,94.4,2483.43,24.0,1.0,7,10,8.0,11.0,2021.0,691.59,3.09,14.0,0.194,0.802003954362017,4.0,3.0,1.0,3.0,4.0,5.0,2.0,5.0,13600.0,education,39,0
gig,4,34849.84,44005.71,42948.76,55165.29,50459.34,14251.1,salaried-gig,35,4,84.2,2878.32,31.0,0.0,6,6,20.0,20.0,2010.0,599.79,2.75,13.5,0.187,0.9380704508201664,5.0,4.0,2.0,5.0,4.0,4.0,1.0,4.0,11800.0,consumption,50,0
gig,5,32631.66,20630.06,25539.5,20085.91,36097.93,13091.35,daily-wage,23,3,70.0,2024.11,28.0,1.0,5,19,5.0,21.0,,587.39,1.31,10.1,0.338,0.3015406652100001,2.0,3.0,2.0,,3.0,3.0,3.0,3.0,92100.0,consumption,15,0
gig,5,15696.34,27772.78,21981.68,33898.07,42702.17,20031.48,self-employed,19,3,50.0,2112.24,9.0,0.0,6,22,1.0,10.0,2017.0,594.38,2.12,10.4,0.334,0.396412892355283,2.0,3.0,3.0,3.0,2.0,,3.0,3.0,393500.0,business,53,0
migrant,3,13489.0,16800.24,12895.73,18824.07,17678.69,19032.17,daily-wage,1,2,18.0,1117.04,5.0,0.0,2,13,1.0,6.0,2021.0,467.88,1.28,9.0,0.427,0.2314729685908371,2.0,2.0,3.0,,2.0,2.0,3.0,3.0,351800.0,medical,18,0
migrant,1,29585.35,28824.56,25960.43,24755.45,30555.0,27257.0,daily-wage,8,3,59.7,2449.25,16.0,0.0,5,9,4.0,7.0,2015.0,668.84,2.14,10.8,0.307,0.5070014973118839,5.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,239500.0,agriculture,35,0
gig,5,48774.88,41717.69,54978.73,41207.0,53479.68,39494.98,salaried-gig,18,4,35.0,2361.52,14.0,0.0,10,19,,,2017.0,471.71,1.86,8.4,0.228,0.5267286309358381,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,433400.0,business,27,0
gig,3,35801.54,18815.92,45602.38,43956.33,23511.7,35519.36,salaried-gig,21,3,44.0,2306.97,21.0,0.0,14,20,12.0,19.0,2015.0,601.19,2.48,9.6,0.183,0.957635608027867,3.0,4.0,3.0,4.0,3.0,,3.0,5.0,481500.0,agriculture,26,0
rural,4,14880.28,17590.8,26193.6,13558.96,16442.78,24664.22,seasonal,38,3,57.5,2661.1,19.0,0.0,14,15,,,2014.0,408.48,3.02,10.1,0.222,0.4992358991591227,3.0,4.0,2.0,4.0,4.0,,3.0,3.0,227700.0,agriculture,58,0
migrant,4,17963.49,16197.84,25570.13,24533.57,25141.0,22850.75,daily-wage,8,2,,2239.91,5.0,0.0,3,10,10.0,14.0,,485.7,0.98,7.1,0.431,0.5642390475652926,3.0,4.0,3.0,2.0,2.0,2.0,3.0,1.0,222400.0,agriculture,9,0
migrant,3,17458.98,18963.31,21098.29,23449.64,26364.98,25749.22,self-employed,7,3,40.6,2248.08,10.0,0.0,1,8,6.0,8.0,2020.0,537.79,1.98,8.6,0.317,0.8639761479661782,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,112400.0,education,33,0
gig,4,21130.72,34321.4,37659.8,34551.13,38602.49,11058.92,salaried-gig,16,2,56.5,2269.45,19.0,0.0,8,19,6.0,14.0,2022.0,493.48,1.92,3.5,0.305,0.5714010397621183,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,475000.0,business,23,0
migrant,4,41809.61,25274.79,31368.93,34431.06,43136.92,35024.92,self-employed,20,3,66.6,,23.0,0.0,21,24,9.0,10.0,,759.97,2.63,16.1,0.09,0.930587612559698,3.0,4.0,2.0,4.0,5.0,4.0,1.0,4.0,14300.0,consumption,15,0
rural,6,17133.47,18150.07,21570.23,15673.68,16765.47,23438.47,seasonal,41,4,74.0,3157.49,20.0,1.0,8,8,10.0,11.0,2015.0,369.04,2.58,0.0,,,4.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,238100.0,agriculture,17,0
migrant,1,30112.99,22395.97,28782.85,33438.46,32721.8,37509.54,daily-wage,14,4,108.3,3610.79,13.0,1.0,4,9,21.0,24.0,,663.29,1.87,10.7,0.206,0.8440833460658044,4.0,2.0,2.0,,3.0,3.0,2.0,3.0,425200.0,business,56,0
gig,4,21646.08,35095.02,33318.43,34907.11,36588.25,45388.23,self-employed,25,4,86.0,3193.28,28.0,0.0,14,19,2.0,11.0,,619.77,2.46,12.3,0.175,0.8305751016632978,4.0,3.0,3.0,3.0,4.0,4.0,1.0,4.0,253800.0,consumption,25,0
migrant,3,27443.51,34677.21,29351.1,30959.69,38448.86,27116.08,self-employed,16,4,98.7,2376.8,31.0,1.0,6,12,6.0,17.0,2020.0,510.79,2.38,11.9,0.19,0.915739722044134,4.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,372500.0,medical,39,0
rural,4,14064.0,15761.63,26686.64,10643.24,14887.73,29623.26,self-employed,47,4,,,,,9,12,,,,369.16,2.64,8.3,0.218,0.4254147192697137,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,11300.0,business,8,0
migrant,2,26297.86,35553.3,34591.27,28973.33,25104.71,35778.34,salaried-gig,6,3,78.7,3340.53,17.0,0.0,4,11,9.0,19.0,2019.0,783.17,2.14,4.8,0.25,0.7488220559790897,3.0,4.0,3.0,4.0,4.0,,3.0,3.0,80000.0,agriculture,60,0
migrant,4,15984.78,24203.96,12404.77,22837.39,9333.03,16716.31,daily-wage,10,1,23.2,1179.91,19.0,0.0,1,11,3.0,12.0,2022.0,454.64,1.15,7.2,0.364,0.2067072837555516,1.0,4.0,4.0,3.0,2.0,2.0,5.0,2.0,231800.0,medical,58,1
rural,7,10455.67,9104.96,17625.95,10387.74,10170.58,17884.87,self-employed,23,2,55.5,1385.04,19.0,0.0,2,17,3.0,19.0,2018.0,159.19,1.34,0.0,,,3.0,2.0,2.0,2.0,3.0,2.0,4.0,3.0,434100.0,medical,53,0
migrant,4,20505.82,17312.98,26558.84,24473.69,30684.17,27773.36,daily-wage,6,1,57.6,2660.08,8.0,1.0,6,15,6.0,15.0,2018.0,509.33,1.94,2.5,0.362,0.6290701218629929,3.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,407300.0,consumption,18,0
migrant,3,18851.34,26485.61,32863.74,26390.79,33600.21,24760.0,daily-wage,9,2,57.7,1815.37,,0.0,5,8,15.0,19.0,2017.0,625.28,1.86,9.4,0.228,0.8013474562105327,4.0,2.0,2.0,,4.0,4.0,2.0,5.0,322600.0,education,15,0
gig,2,20427.02,27038.14,47842.57,29571.46,45226.57,18048.78,daily-wage,23,4,58.7,2466.98,21.0,0.0,10,14,13.0,17.0,2015.0,637.16,2.15,10.3,0.319,0.794091327085765,4.0,4.0,1.0,5.0,3.0,3.0,2.0,2.0,404100.0,consumption,39,0
gig,3,32195.15,38809.83,20498.52,21595.11,16563.37,21527.38,self-employed,18,3,41.1,1303.75,17.0,0.0,7,15,4.0,10.0,2022.0,548.43,1.32,6.3,0.411,0.1843554451683231,3.0,1.0,4.0,2.0,3.0,2.0,3.0,3.0,250500.0,education,14,0
migrant,2,19954.45,23943.45,27133.65,27703.61,24942.86,21334.52,daily-wage,1,3,43.0,1675.66,6.0,1.0,11,22,3.0,7.0,2019.0,427.22,1.87,8.1,0.273,0.3506506952436087,4.0,1.0,4.0,,2.0,3.0,4.0,3.0,160000.0,business,20,0
gig,4,44601.7,19663.57,20201.17,35406.25,29877.76,40650.52,salaried-gig,25,3,89.4,2452.73,25.0,0.0,14,24,,,2015.0,686.97,2.17,7.1,0.304,0.6829394966509026,3.0,4.0,3.0,,3.0,4.0,2.0,3.0,228400.0,business,8,0
gig,3,18306.49,37574.93,29708.71,23437.99,22711.85,18084.69,daily-wage,11,2,29.1,1616.62,12.0,0.0,3,13,3.0,9.0,,519.31,1.65,4.8,0.298,0.3052293844978465,2.0,3.0,3.0,2.0,3.0,,4.0,3.0,57900.0,education,59,0
rural,7,10664.38,14141.81,20548.6,16545.99,17432.27,29360.73,self-employed,30,3,,,,,8,21,3.0,7.0,2015.0,386.57,2.04,0.0,,,3.0,2.0,3.0,2.0,4.0,3.0,3.0,2.0,286100.0,education,36,0
rural,5,16074.55,16397.79,21856.38,15094.45,14880.14,28137.04,daily-wage,41,2,58.0,2165.07,11.0,0.0,4,24,17.0,19.0,2014.0,385.09,2.08,0.0,,,3.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,78200.0,agriculture,48,0
rural,7,7864.84,7465.89,12396.52,7275.7,7777.71,14077.53,self-employed,17,2,34.2,511.14,8.0,0.0,1,10,,,2022.0,240.66,0.7,0.0,,,2.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,235100.0,agriculture,52,1
gig,4,7215.44,19255.34,18583.03,16454.72,28570.95,23177.16,salaried-gig,12,2,44.3,1788.5,4.0,0.0,6,23,4.0,15.0,,516.43,1.12,4.2,0.476,0.1394531712657175,3.0,2.0,4.0,1.0,2.0,1.0,3.0,3.0,446300.0,business,23,0
migrant,3,11189.76,13801.23,17229.4,15295.92,16015.16,17793.55,daily-wage,4,1,16.4,,3.0,0.0,2,19,3.0,15.0,2021.0,458.29,0.52,2.4,0.447,0.0499064814814218,2.0,2.0,4.0,1.0,2.0,,5.0,2.0,353900.0,business,45,0
gig,3,45086.16,21391.25,33445.27,13350.19,2000.0,46301.05,salaried-gig,23,3,33.2,1741.03,13.0,0.0,19,24,5.0,9.0,2022.0,596.73,2.0,1.0,0.279,0.6561804644609106,3.0,3.0,2.0,,2.0,4.0,1.0,3.0,479900.0,education,12,1
migrant,1,16736.19,12456.04,14370.81,15434.8,18755.39,18043.76,self-employed,7,2,1.1,1058.57,12.0,0.0,4,13,1.0,17.0,2023.0,333.93,0.84,11.4,0.505,0.2989744347141353,3.0,3.0,3.0,,2.0,3.0,3.0,1.0,188500.0,consumption,36,0
gig,2,37529.02,20918.32,22761.43,29696.83,20539.77,19940.54,self-employed,18,2,31.5,1828.2,14.0,0.0,4,7,2.0,9.0,2022.0,639.68,2.06,6.8,0.248,0.6083161730171065,2.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,289600.0,business,39,0
gig,3,14755.43,9994.65,9396.92,19330.06,23749.1,17531.56,self-employed,8,2,25.9,1280.82,0.0,0.0,2,12,2.0,24.0,2022.0,628.03,0.63,3.5,0.393,0.4517592790260093,3.0,3.0,4.0,2.0,2.0,,5.0,2.0,314800.0,education,31,0
gig,5,6299.97,65070.71,14144.07,28916.55,53063.87,35173.59,salaried-gig,27,4,78.6,2963.34,25.0,1.0,17,18,9.0,10.0,2012.0,751.62,3.04,13.2,0.168,0.9498835783079382,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,139100.0,education,20,0
rural,5,12470.6,11647.87,15547.89,11815.6,9137.72,19846.28,seasonal,31,3,72.6,1898.61,15.0,0.0,11,17,,,2018.0,183.7,1.91,0.0,,,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,144400.0,consumption,51,0
gig,3,27148.2,18271.97,43488.37,33689.64,38574.99,44246.79,salaried-gig,27,4,44.6,2302.46,20.0,1.0,4,8,9.0,12.0,2020.0,574.94,1.88,6.5,0.235,0.7463069051029333,4.0,3.0,2.0,4.0,4.0,5.0,1.0,4.0,16800.0,business,33,0
gig,3,36288.88,21769.48,21172.26,14344.04,22314.2,21010.38,self-employed,18,2,41.4,1154.55,17.0,0.0,8,19,2.0,6.0,2021.0,515.82,2.04,14.1,0.368,0.4918750214976221,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,62700.0,business,17,0
gig,2,46130.81,17336.03,30586.81,22264.7,36700.52,52334.8,daily-wage,27,4,73.9,2346.83,27.0,0.0,17,19,15.0,22.0,2020.0,528.25,2.28,7.4,0.148,0.6489828901953348,3.0,4.0,3.0,5.0,4.0,3.0,2.0,3.0,480600.0,agriculture,13,0
gig,4,6656.08,24798.29,30452.73,28904.51,40212.18,40704.44,salaried-gig,16,4,65.6,1937.02,13.0,0.0,3,20,7.0,12.0,2017.0,538.84,1.51,11.2,0.335,0.6550154244482168,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,128000.0,education,59,0
gig,4,28326.52,35438.53,27830.41,36107.15,53070.97,32865.77,salaried-gig,22,3,59.1,2653.06,22.0,0.0,6,9,,,2014.0,692.23,1.66,14.6,0.252,0.4871853905868865,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,381100.0,business,46,0
gig,4,47585.77,43505.01,49170.39,53534.6,27743.92,50930.53,daily-wage,36,4,95.7,3560.22,27.0,1.0,20,21,,,2012.0,657.17,2.99,9.8,0.16,0.9678371446923556,5.0,5.0,2.0,4.0,5.0,5.0,2.0,4.0,260100.0,consumption,29,0
rural,4,9853.06,10113.02,15718.86,10422.56,9532.11,12173.77,self-employed,22,1,,,,,9,21,11.0,17.0,,374.67,1.17,6.2,0.339,0.5171342748767797,3.0,3.0,4.0,1.0,2.0,3.0,3.0,3.0,415000.0,business,40,1
migrant,4,20859.48,13707.85,17363.94,21930.42,18971.0,19363.26,salaried-gig,10,2,36.9,1535.31,10.0,0.0,8,23,5.0,22.0,2019.0,557.42,1.29,7.0,0.295,0.3377901727055535,2.0,3.0,3.0,,2.0,3.0,4.0,2.0,439600.0,business,60,0
rural,7,16951.26,12341.19,15902.19,11214.58,13733.55,19984.24,seasonal,39,3,,,,,4,8,,,2018.0,244.43,1.85,8.3,0.291,0.5977821750227136,3.0,3.0,3.0,3.0,3.0,,4.0,4.0,371400.0,business,31,1
gig,3,27642.13,16855.31,38194.51,29473.94,32803.94,30441.88,self-employed,22,4,66.3,2352.44,25.0,0.0,13,17,13.0,18.0,2017.0,685.02,1.84,5.2,0.31,0.6202129982536467,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,488200.0,agriculture,37,0
gig,5,8058.27,34058.76,29136.64,34862.85,27133.29,21536.57,salaried-gig,18,3,43.4,2213.56,6.0,1.0,1,14,3.0,19.0,2022.0,541.54,1.28,3.3,0.37,0.4498035624085547,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,362600.0,consumption,47,0
gig,3,27269.79,33410.06,28434.58,26370.9,26124.0,22985.7,daily-wage,12,2,13.4,1142.98,6.0,1.0,1,12,4.0,13.0,2022.0,522.42,1.38,3.0,0.358,0.2053242780551249,2.0,2.0,5.0,,3.0,2.0,3.0,3.0,469500.0,consumption,29,1
gig,4,12029.86,10538.89,17457.74,10562.63,17002.69,14862.4,daily-wage,13,2,0.0,1295.08,6.0,0.0,2,16,1.0,14.0,2022.0,301.82,0.71,4.4,0.32,0.020449266379461,3.0,2.0,3.0,2.0,3.0,1.0,4.0,2.0,137600.0,medical,40,0
gig,5,26020.69,16080.29,31403.69,21091.67,11089.73,27454.5,salaried-gig,15,2,67.1,1394.72,8.0,0.0,5,15,1.0,12.0,2018.0,400.66,1.07,2.7,0.266,0.168723239023363,1.0,2.0,3.0,3.0,2.0,3.0,5.0,2.0,296900.0,consumption,23,0
rural,5,9176.45,9315.48,27673.77,10739.45,15555.05,16991.52,daily-wage,38,3,,,,,6,8,7.0,19.0,2016.0,353.02,2.15,4.8,0.287,0.8195077580845975,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,230200.0,agriculture,53,0
rural,5,16123.29,15302.29,22090.86,16473.7,16946.44,22560.9,seasonal,43,3,,,,,12,22,,,2013.0,312.44,1.61,11.3,0.293,0.4878695747057308,3.0,3.0,1.0,3.0,3.0,2.0,1.0,4.0,496300.0,agriculture,58,0
gig,2,28204.65,29590.71,25648.66,25952.86,10766.11,20856.02,salaried-gig,9,3,69.1,1615.38,22.0,0.0,1,9,3.0,14.0,2019.0,520.5,2.01,0.0,,,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,24800.0,consumption,28,0
migrant,3,31848.82,32705.24,31900.82,31896.95,28934.3,41135.08,self-employed,13,4,86.0,2922.19,27.0,1.0,9,16,17.0,19.0,2021.0,755.68,2.97,17.5,0.064,0.70645039156265,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,308400.0,consumption,60,0
gig,4,20183.61,35367.28,35437.03,31022.69,10141.58,20770.26,daily-wage,15,3,29.3,1916.85,14.0,0.0,4,7,8.0,17.0,2021.0,487.32,1.48,4.5,0.405,0.3433972107219706,2.0,2.0,3.0,,3.0,3.0,4.0,3.0,335500.0,medical,51,0
gig,5,55073.64,36680.94,39030.99,32533.28,42788.8,11445.06,salaried-gig,25,3,76.9,1817.76,16.0,1.0,13,19,6.0,8.0,,759.8,1.61,10.4,0.214,0.4874688948102683,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,477100.0,medical,37,0
rural,5,11290.8,10315.4,25006.41,9925.72,9543.3,20532.19,self-employed,33,2,,,,,5,10,1.0,12.0,2019.0,327.45,1.35,10.0,0.341,0.1166119011121897,2.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,150100.0,business,7,1
gig,4,24564.35,17058.07,50603.61,56353.82,43459.46,27752.32,salaried-gig,30,4,87.2,3392.59,29.0,1.0,13,14,11.0,12.0,2016.0,771.71,2.49,10.7,0.066,0.8472535183945062,4.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,445200.0,consumption,51,0
rural,4,10659.96,11808.26,17681.43,9445.1,10695.55,17553.51,seasonal,27,2,58.2,2042.39,8.0,0.0,5,11,,,,112.92,1.44,0.0,,,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,115500.0,agriculture,38,0
gig,3,22300.22,21270.61,21361.16,20338.94,27437.95,16087.49,self-employed,18,2,24.4,1901.78,5.0,1.0,2,12,12.0,23.0,2020.0,414.67,1.2,5.8,0.397,0.3755148581413459,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,370500.0,business,12,1
gig,5,42329.77,22508.08,24759.74,15083.74,18937.82,29789.14,salaried-gig,16,2,38.6,1625.85,5.0,0.0,7,10,,,2022.0,372.41,1.4,7.9,0.425,0.4469220379583432,3.0,3.0,4.0,2.0,1.0,3.0,5.0,2.0,29300.0,consumption,50,0
migrant,3,14759.42,15433.62,22292.11,23288.31,22480.68,22164.35,self-employed,7,3,91.9,1822.25,7.0,1.0,6,10,8.0,19.0,2021.0,588.49,1.12,11.6,0.374,0.5327110485270251,2.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,272400.0,medical,32,0
gig,4,34685.95,57355.91,31166.62,54938.62,36596.56,73551.76,salaried-gig,32,4,97.7,3046.05,27.0,1.0,16,19,,,2021.0,747.91,2.18,9.9,0.192,0.9646788711964748,5.0,4.0,1.0,3.0,5.0,2.0,2.0,4.0,234200.0,agriculture,42,0
migrant,2,25000.03,21683.83,21592.97,23821.07,21623.08,19502.32,daily-wage,9,2,2.3,1496.87,15.0,0.0,3,10,8.0,14.0,2019.0,593.36,1.04,3.6,0.265,0.1059955486253893,3.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,86100.0,business,42,0
rural,4,14404.87,13711.9,27668.42,12644.59,13042.79,20454.48,self-employed,39,3,,,,,8,10,10.0,16.0,2014.0,332.79,1.59,0.0,,,3.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,202500.0,consumption,22,0
gig,3,23594.76,23354.02,8999.68,24715.56,20673.16,33695.45,salaried-gig,14,2,27.7,1403.85,8.0,0.0,6,18,3.0,21.0,2021.0,464.6,1.52,3.3,0.478,0.1902873100561449,1.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,224900.0,consumption,15,1
gig,3,42030.92,22270.62,23416.29,23340.13,29045.3,35501.57,salaried-gig,17,3,59.3,2008.67,21.0,0.0,14,23,6.0,7.0,2015.0,637.47,2.32,11.0,0.271,0.4660407727141489,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,368400.0,consumption,25,0
rural,6,12459.93,11535.62,21583.97,10647.09,11712.33,21398.17,seasonal,22,1,36.5,1742.72,10.0,0.0,10,23,1.0,8.0,2019.0,439.59,1.12,0.0,,,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,50700.0,business,50,1
gig,4,10271.3,30216.84,34667.48,26240.43,37591.66,30830.17,self-employed,19,3,43.5,2105.12,22.0,1.0,10,19,,,2015.0,506.77,2.09,11.5,0.331,0.4968302537698025,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,44800.0,education,15,0
gig,5,45366.0,29681.64,37297.39,25680.44,49540.24,26815.06,salaried-gig,20,4,93.4,2460.21,30.0,0.0,12,21,12.0,16.0,2014.0,704.76,1.81,11.8,0.202,0.0913187766799484,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,455500.0,business,43,0
gig,3,29901.62,27559.48,28819.51,24790.03,34879.35,22318.76,salaried-gig,19,3,60.9,2859.18,9.0,0.0,12,19,,,2014.0,590.1,2.07,7.9,0.225,0.7671652450581611,3.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,364600.0,business,53,0
